first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,defcon_actions,defcon_actions_per_90,name,season_stats_gw
Bart,Verbruggen,Verbruggen,Goalkeeper,BHA,16.90014035841916,19.64722316638858,,,,4.6,9.3,0.0,28.3,130,2,3.4,0.0,0.0,0.0,0.0,,935.0,10.0,0.0,94.7,90.0,0,0,10,46,38,0.0,0.0,0.0,1.0,10.0,0.0,3.4176060998240496,3.894450269545874,3.498798840813107,3.115433488602668,2.9738516596334628,2.7470828079694205,,,,,,,0.0,0.0,Brighton,38
Carlos Henrique,Casimiro,Casemiro,Midfielder,MUN,16.18226882491139,19.64166022779918,0.0,100.0,,5.8,3.8,0.0,28.4,165,0,4.9,0.0,0.19,0.11,0.3,,903.6,536.1,585.0,202.8,0.0,9,4,9,32,33,0.0,0.0,0.0,0.0,0.0,0.0,2.5554293462382573,4.195323025500992,2.9151596407033726,3.304226077509041,3.212130734959728,3.4593914028877877,,,,,,,0.0,0.0,Man Utd,38
Bruno,Guimarães Rodriguez Moura,Bruno G.,Midfielder,NEW,16.158129891001334,19.56797008729489,100.0,100.0,,6.9,6.5,0.0,22.3,154,1,5.3,0.0,0.2,0.18,0.38,,782.4,756.7,488.0,202.9,65.0,9,7,6,37,27,4.0,5.538461538461538,0.0,0.0,4.0,0.0,3.4535222851582477,3.6516160390607673,2.6070048129350325,3.153499670979757,3.2924870828675297,3.409840196293555,,,,,,,4.0,5.538461538461538,Newcastle,38
Luke,O'Nien,O'Nien,Defender,SUN,16.823016048923556,19.557373786936424,100.0,100.0,,4.0,0.1,0.0,6.5,26,6,2.2,0.0,0.02,0.02,0.04,,103.0,27.6,40.0,17.1,90.0,0,1,2,7,5,4.0,4.0,1.0,3.0,1.0,0.0,4.208078606255464,3.648658569003109,2.998764388055752,2.9867723174406553,2.980742168168576,2.7343577380128696,,,,,,,4.0,4.0,Sunderland,38
Pascal,Struijk,Struijk,Defender,LEE,16.19916677652421,19.5152268556467,75.0,100.0,,4.2,1.9,0.0,25.7,108,1,3.2,0.0,0.09,0.02,0.11,,697.4,161.5,272.0,113.1,90.0,0,1,7,48,33,6.0,6.0,2.0,4.0,2.0,0.0,3.389621767104287,3.676994964363009,3.458763899942249,2.781088874328784,2.892697270785878,3.31606007912249,,,,,,,6.0,6.0,Leeds,38
Jørgen,Strand Larsen,Strand Larsen,Forward,CRY,16.415199659573958,19.499562501202114,100.0,100.0,,5.8,1.4,0.0,12.9,75,2,2.1,0.0,0.21,0.04,0.25,,265.2,203.1,469.0,91.5,76.0,4,1,5,41,26,3.0,3.5526315789473686,0.0,1.0,2.0,0.0,2.9778907241273003,3.2425013874138333,3.3392799247916747,3.9100119119407637,2.9455157113003825,3.084362841628158,,,,,,,3.0,3.5526315789473686,Crystal Palace,38
Brian,Brobbey,Brobbey,Forward,SUN,16.714527459021213,19.491602454171066,100.0,100.0,,5.3,0.9,0.0,17.4,92,5,3.0,0.0,0.28,0.03,0.31,,333.4,200.5,552.0,106.7,60.0,7,2,6,30,22,2.0,3.0,0.0,1.0,1.0,0.0,3.067624641888982,4.03988644675087,3.082134336634035,3.510939351438547,3.0139426823087794,2.7770749951498535,,,,,,,2.0,3.0,Sunderland,38
Rúben,dos Santos Gato Alves Dias,Rúben,Defender,MCI,16.955064795266154,19.459537395329534,100.0,100.0,,5.5,3.1,0.0,20.5,113,1,4.3,0.0,0.02,0.03,0.05,,560.8,152.2,96.0,81.0,90.0,2,0,12,22,24,3.0,3.0,0.0,3.0,3.0,0.0,4.340469030994266,3.6617243865318203,3.5525791170755743,2.579879960491877,2.8204123001726162,2.5044726000633806,,,,,,,3.0,3.0,Man City,38
Kevin,Schade,Schade,Midfielder,BRE,16.664974940548724,19.456436505170753,100.0,100.0,,6.8,1.3,0.0,18.4,125,7,3.6,0.0,0.4,0.07,0.47,,536.8,380.1,821.0,172.8,90.0,8,5,11,34,32,6.0,6.0,1.0,1.0,4.0,0.0,3.6734461242395726,2.983179151285831,2.743379562094795,3.8195004777100072,3.445469625218517,2.791461564622029,,,,,,,6.0,6.0,Brentford,38
Eberechi,Eze,Eze,Midfielder,ARS,16.254441118138743,19.418952490849122,100.0,100.0,,7.3,8.7,0.0,15.5,113,1,3.4,0.0,0.25,0.13,0.38,,393.4,305.7,455.0,115.1,15.0,7,3,11,14,22,3.0,18.0,1.0,1.0,1.0,0.0,3.323797620778235,3.69452286130147,2.711267667116752,3.1784110248437516,3.3464419440985322,3.164511372710378,,,,,,,3.0,18.0,Arsenal,38
Richarlison,de Andrade,Richarlison,Forward,TOT,15.676984943618896,19.40506651825553,100.0,100.0,,6.5,8.7,0.0,18.3,119,2,3.7,0.0,0.4,0.07,0.47,,602.6,239.6,815.0,165.2,72.0,11,4,7,27,20,4.0,5.0,0.0,2.0,2.0,0.0,3.1067139254672083,3.0770656476771703,3.305416555890329,3.080538605719589,3.107250208864599,3.728081574636634,,,,,,,4.0,5.0,Spurs,38
Alisson,Becker,A.Becker,Goalkeeper,LIV,16.694389509164672,19.370275241532262,75.0,100.0,,5.4,5.1,0.0,16.9,91,2,3.5,0.0,0.0,0.0,0.0,,479.8,0.1,0.0,47.8,90.0,0,0,8,31,26,0.0,0.0,0.0,0.0,8.0,0.0,3.7622959281118824,3.9110028518555855,3.4778735303907586,2.780823348647523,2.762393850158923,2.6758857323675884,,,,,,,0.0,0.0,Liverpool,38
Adrien,Truffert,Truffert,Defender,BOU,16.900093265919374,19.153735707577223,,,,4.8,5.3,0.0,34.4,165,6,4.3,0.0,0.04,0.08,0.12,,857.0,574.2,194.0,162.6,90.0,1,6,11,51,38,9.0,9.0,7.0,2.0,5.0,0.0,3.751161387312274,3.50857097784891,2.999553958185107,3.6442232499308664,2.9965836926422136,2.25364244165785,,,,,,,9.0,9.0,Bournemouth,38
Robin,Roefs,Roefs,Goalkeeper,SUN,15.75456131998147,19.12744698254506,100.0,100.0,,4.8,8.0,0.0,28.3,136,2,3.9,0.0,0.0,0.0,0.0,,881.6,50.0,0.0,93.1,90.0,0,0,10,46,35,0.0,0.0,0.0,0.0,6.0,0.0,3.7159938063499784,3.1915422813582737,3.308566746766458,2.755099443246988,2.7833590422597716,3.372885662563589,,,,,,,0.0,0.0,Sunderland,38
Chadi,Riad Dnanou,Chadi Riad,Defender,CRY,16.242800480147768,19.12103224767234,100.0,100.0,,4.0,0.1,0.0,5.0,20,3,2.2,0.0,0.05,0.02,0.07,,117.8,23.9,41.0,18.3,90.0,0,1,1,8,6,12.0,12.0,2.0,10.0,10.0,2.0,3.6250221535609137,3.058560943468911,3.264037470826155,3.4103769133826907,2.8848029989090977,2.8782317675245723,,,,,,,12.0,12.0,Crystal Palace,38
Francisco Evanilson,de Lima Barbosa,Evanilson,Forward,BOU,16.24833966284484,19.05383461914689,100.0,100.0,,6.6,2.4,0.0,17.4,115,2,3.2,0.0,0.35,0.05,0.4,,350.6,397.9,809.0,155.5,72.0,6,7,11,40,32,7.0,8.75,1.0,2.0,4.0,0.0,3.338923766040518,3.182634288712195,2.8144853552941056,3.3977643866653677,3.514531866132652,2.8054949563020473,,,,,,,7.0,8.75,Bournemouth,38
Mads,Hermansen,Hermansen,Goalkeeper,WHU,15.975816515305242,19.036765844240026,,,,4.2,1.0,0.0,18.1,76,7,4.2,0.0,0.0,0.0,0.0,,422.0,20.0,0.0,44.2,90.0,0,1,7,28,18,0.0,0.0,0.0,0.0,12.0,0.0,2.928505421292594,4.057408898666895,3.2741908228431016,2.688304139438494,3.027407233064159,3.0609493289347856,,,,,,,0.0,0.0,West Ham,38
Mikel,Merino Zazón,Merino,Midfielder,ARS,15.71513575058788,19.034678428255184,75.0,100.0,,5.3,0.7,0.0,12.6,67,1,3.0,0.0,0.3,0.13,0.43,,304.4,191.8,244.0,73.6,28.0,4,3,4,10,10,2.0,6.428571428571429,0.0,0.0,2.0,0.0,3.476944189549947,3.647562940787142,2.9308949176560293,3.0356885581675632,2.6240451444272006,3.3195426776673025,,,,,,,2.0,6.428571428571429,Arsenal,38
Bernd,Leno,Leno,Goalkeeper,FUL,15.664179955124428,19.023903166373543,,,,5.0,2.3,0.0,24.4,122,6,3.2,0.0,0.0,0.0,0.0,,816.2,0.0,0.0,81.5,90.0,0,0,9,51,38,0.0,0.0,0.0,0.0,11.0,0.0,3.024096881711127,3.902897418281973,3.2322299715263005,2.4787520155342024,3.026203668070828,3.3597232112491158,,,,,,,0.0,0.0,Fulham,38
James,Hill,Hill,Defender,BOU,16.103275177992224,18.95068929481967,,,,4.2,7.4,0.0,26.2,110,3,3.8,0.0,0.04,0.05,0.09,,579.4,161.7,119.0,86.3,90.0,0,3,8,24,22,10.0,10.0,0.0,10.0,2.0,2.0,3.77569679762977,3.1197745124747756,2.97712503368657,3.360770828342601,2.8699080058585036,2.8474141168274465,,,,,,,10.0,10.0,Bournemouth,38
Axel,Disasi,Disasi,Defender,WHU,15.853044257889259,18.927142219816023,,,,4.5,0.2,0.0,10.9,49,6,3.5,0.0,0.08,0.0,0.08,,220.8,19.9,84.0,32.4,90.0,0,0,6,17,14,2.0,2.0,0.0,2.0,3.0,0.0,2.868756590114391,3.9302872113048415,3.3258589498125946,2.7673030112563577,2.9608384954010747,3.0740979619267645,,,,,,,2.0,2.0,West Ham,38
Yéremy,Pino Santos,Yeremy,Midfielder,CRY,15.731746138095925,18.88192920023213,100.0,100.0,,5.8,0.2,0.0,13.3,77,4,2.3,0.0,0.2,0.27,0.47,,325.8,718.4,371.0,141.4,45.0,2,2,7,28,26,2.0,4.0,0.0,0.0,2.0,0.0,3.729860297124716,3.69120108072487,2.5163473684405457,3.0837334809852006,2.710603910820592,3.150183062136203,,,,,,,2.0,4.0,Crystal Palace,38
Sepp,van den Berg,Van den Berg,Defender,BRE,15.931750168126381,18.83666570908278,100.0,100.0,,4.4,1.0,0.0,25.7,113,4,3.5,0.0,0.11,0.05,0.16,,659.0,98.0,305.0,106.3,90.0,0,3,8,41,30,10.0,10.0,3.0,7.0,2.0,2.0,3.5218214199504083,3.3270120559950893,3.485304002369441,2.9487207821439885,2.6488919076674553,2.904915540956399,,,,,,,10.0,10.0,Brentford,38
Ismaïla,Sarr,Sarr,Midfielder,CRY,15.748086025258925,18.80762613868319,100.0,100.0,,6.4,5.6,0.0,18.3,117,1,4.2,0.0,0.45,0.05,0.5,,479.8,269.4,601.0,135.1,45.0,9,2,9,29,24,3.0,6.0,0.0,1.0,2.0,0.0,3.2359581617618742,3.497255429941503,3.1433417748127797,3.1279496323096234,2.7435810264331444,3.0595401134242666,,,,,,,3.0,6.0,Crystal Palace,38
Norberto Bercique,Gomes Betuncal,Beto,Forward,EVE,15.229824230328317,18.79218613042579,100.0,100.0,,5.1,3.3,0.0,20.4,104,1,2.8,0.0,0.52,0.01,0.53,,445.8,159.8,655.0,124.5,6.0,9,1,5,19,17,0.0,0.0,0.0,0.0,0.0,0.0,2.471387540502219,3.6606112652696816,3.4246853523998824,3.2020591698956524,2.4710809022608817,3.5623619000974722,,,,,,,0.0,0.0,Everton,38
Adam,Smith,Smith,Defender,BOU,15.636550847180754,18.78295269279717,100.0,100.0,,4.4,0.2,0.0,13.2,58,2,2.6,0.0,0.0,0.02,0.02,,176.2,76.6,18.0,27.1,89.0,0,2,6,16,14,6.0,6.067415730337078,1.0,5.0,3.0,0.0,3.576303994675112,3.2825783217788986,3.0328563303382805,2.928952791954389,2.815859408434073,3.1464018456164164,,,,,,,6.0,6.067415730337078,Bournemouth,38
Calvin,Bassey,Bassey,Defender,FUL,15.503367840261095,18.758015254623107,100.0,100.0,,4.4,0.8,0.0,23.4,103,6,3.4,0.0,0.06,0.01,0.07,,574.0,152.2,115.0,84.5,90.0,1,1,7,40,28,6.0,6.0,2.0,4.0,5.0,0.0,3.6151852218711564,3.1127341184915687,3.461429746193467,2.3736271477320265,2.940391605972877,3.2546474143620108,,,,,,,6.0,6.0,Fulham,38
Sven,Botman,Botman,Defender,NEW,15.905846189139742,18.753923560073627,100.0,100.0,,4.9,0.5,0.0,18.2,89,3,3.6,0.0,0.08,0.04,0.12,,597.0,85.8,190.0,87.4,90.0,1,1,5,27,21,11.0,11.0,1.0,10.0,1.0,2.0,3.269126128385273,3.3634824140900497,2.9895285786748733,3.3639684738022586,2.9197405941872874,2.848077370933885,,,,,,,11.0,11.0,Newcastle,38
Trai,Hume,Hume,Defender,SUN,16.321805535300957,18.742831008966547,,,,4.5,0.3,0.0,24.4,110,8,2.9,0.0,0.07,0.06,0.13,,547.8,421.3,248.0,120.9,90.0,2,1,9,42,34,3.0,3.0,3.0,0.0,2.0,0.0,3.8974444447594516,3.702396032329777,2.868702319395176,2.9132804482325323,2.9399822905840183,2.421025473665591,,,,,,,3.0,3.0,Sunderland,38
Tijjani,Reijnders,Reijnders,Midfielder,MCI,16.372587442358462,18.699620525435577,,,,5.0,8.9,0.0,18.4,92,5,3.3,0.0,0.26,0.13,0.39,,340.0,347.8,435.0,111.2,76.0,5,3,7,18,19,0.0,0.0,0.0,0.0,0.0,0.0,3.2150396862507313,3.7907132260794447,2.8539878539580736,3.272580483639298,3.240266192430917,2.327033083077116,,,,,,,0.0,0.0,Man City,38
Alexis,Mac Allister,Mac Allister,Midfielder,LIV,15.499244278143905,18.683328519193157,100.0,100.0,,6.1,1.8,0.0,17.7,108,1,2.9,0.0,0.13,0.06,0.19,,475.4,562.2,365.0,139.9,90.0,2,5,7,41,31,4.0,4.0,3.0,1.0,0.0,0.0,4.107459382207187,3.0963597967192076,2.8028122163634053,2.610215331105951,2.8823975517481553,3.184084241049253,,,,,,,4.0,4.0,Liverpool,38
Axel,Tuanzebe,Tuanzebe,Defender,BUR,15.459167542496573,18.670262317241914,100.0,100.0,,3.9,0.9,0.0,8.7,34,2,2.4,0.0,0.05,0.01,0.06,,276.4,11.1,52.0,34.1,90.0,1,0,1,26,14,8.0,8.0,1.0,7.0,7.0,0.0,3.1666866250895698,3.3783832216613114,3.4114555084623803,2.3318702619820373,3.170771925301275,3.2110947747453404,,,,,,,8.0,8.0,Burnley,38
Lutsharel,Geertruida,Geertruida,Defender,SUN,16.235981825347245,18.64766217423242,,,,4.5,0.1,0.0,12.2,55,1,2.0,0.0,0.04,0.05,0.09,,274.6,135.7,102.0,51.2,90.0,0,0,3,23,17,2.0,2.0,1.0,1.0,2.0,0.0,3.3561040907832465,3.9833750942447534,3.702633540837318,2.507670980700257,2.6861981187816726,2.4116803488851737,,,,,,,2.0,2.0,Sunderland,38
Matz,Sels,Sels,Goalkeeper,NFO,15.339537680521833,18.639937132013824,100.0,100.0,,4.6,5.0,0.0,22.8,105,3,3.4,0.0,0.0,0.0,0.0,,730.0,10.0,0.0,74.0,90.0,0,0,7,39,30,0.0,0.0,0.0,1.0,4.0,0.0,3.4754408542823447,3.1380295096162465,3.291893747509317,2.548149503122345,2.886024065991581,3.3003994514919914,,,,,,,0.0,0.0,Nott'm Forest,38
Florentino Ibrain,Morris Luís,Florentino,Midfielder,BUR,16.51179970424145,18.638827786283336,,,,5.0,0.0,0.0,16.8,84,4,2.7,0.0,0.03,0.02,0.05,,421.0,234.5,56.0,71.4,90.0,0,2,2,45,25,17.0,17.0,4.0,6.0,7.0,2.0,3.393706886984385,4.200879071765995,3.3313786556044103,2.7702026421964483,2.8156324476902106,2.127028082041884,,,,,,,17.0,17.0,Burnley,38
Rio,Cardines,Cardines,Midfielder,CRY,15.131478052457071,18.61820350393556,100.0,100.0,,4.4,0.3,0.0,0.5,2,2,2.0,0.0,0.02,0.16,0.18,,15.2,30.0,4.0,4.9,90.0,0,0,0,2,1,7.0,7.0,1.0,2.0,4.0,0.0,2.6930797791595222,2.626096579825934,3.2645588931445584,3.663889293966779,2.883853506360276,3.4867254514784896,,,,,,,7.0,7.0,Crystal Palace,38
Gabriel,Martinelli Silva,Martinelli,Midfielder,ARS,16.11457588883332,18.596265411283614,100.0,100.0,,6.8,0.9,0.0,8.4,57,7,1.9,0.0,0.35,0.11,0.46,,204.6,202.2,390.0,79.0,90.0,1,5,2,8,11,4.0,4.0,0.0,0.0,4.0,0.0,3.2891296309812463,3.2923650114382306,3.286284172339929,3.230513239206303,3.0162838348676098,2.4816895224502966,,,,,,,4.0,4.0,Arsenal,38
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,Midfielder,TOT,15.55977707160455,18.57173755310054,100.0,100.0,,5.5,0.9,0.0,22.9,126,12,3.8,0.0,0.11,0.03,0.14,,638.0,147.8,295.0,108.3,90.0,5,3,5,37,23,17.0,17.0,4.0,8.0,5.0,2.0,3.7489563359262976,2.9384539734078845,3.293171324790213,2.518644246413819,3.0605511910663354,3.011960481495989,,,,,,,17.0,17.0,Spurs,38
Diego,Gómez Amarilla,Gomez,Midfielder,BHA,15.445402488200122,18.56133500806755,100.0,100.0,,4.9,0.4,0.0,19.8,97,1,3.0,0.0,0.27,0.07,0.34,,438.2,319.7,432.0,119.0,58.0,5,1,8,29,26,9.0,13.96551724137931,1.0,2.0,6.0,0.0,3.425728832450129,2.9552600980074297,2.7668136563231465,3.2089218006464666,3.0886781007729502,3.1159325198674317,,,,,,,9.0,13.96551724137931,Brighton,38
David,Brooks,Brooks,Midfielder,BOU,15.444611646110578,18.544173595810804,100.0,100.0,,5.0,0.2,0.0,11.8,59,0,1.9,0.0,0.44,0.26,0.7,,236.2,384.5,434.0,104.1,0.0,1,3,5,20,13,0.0,0.0,0.0,0.0,0.0,0.0,2.6769226123611056,3.7938600876257174,3.4437141335119255,2.8818627297964365,2.648252082815393,3.099561949700226,,,,,,,0.0,0.0,Bournemouth,38
Karl,Darlow,Darlow,Goalkeeper,LEE,15.585098599707827,18.524419911301713,,,,4.0,6.9,0.0,17.8,71,2,3.2,0.0,0.0,0.0,0.0,,531.4,0.0,0.0,53.4,90.0,0,0,5,27,22,0.0,0.0,0.0,0.0,10.0,0.0,3.402486729854633,2.91204123342735,3.6152367407475685,2.8937620276531133,2.76157186802516,2.9393213115938854,,,,,,,0.0,0.0,Leeds,38
William,Saliba,Saliba,Defender,ARS,14.742594084923164,18.5144663551875,100.0,100.0,,6.3,17.1,0.0,21.7,137,0,4.4,0.0,0.03,0.04,0.07,,552.6,201.0,90.0,84.3,0.0,1,0,15,20,30,0.0,0.0,0.0,0.0,0.0,0.0,2.2845488915905716,3.767831022929056,2.6642634538050407,3.2829551901070415,2.7429955264914536,3.771872270264336,,,,,,,0.0,0.0,Arsenal,38
Lisandro,Martínez,Martinez,Defender,MUN,15.905278690547153,18.509588722632785,100.0,100.0,,4.8,0.4,0.0,10.6,51,6,2.8,0.0,0.01,0.04,0.05,,302.8,94.9,19.0,42.0,90.0,0,0,5,15,13,4.0,4.0,1.0,3.0,3.0,0.0,3.4147718815413195,3.482470381974754,2.9547698321054927,3.2567377168097673,2.796528878115818,2.604310032085632,,,,,,,4.0,4.0,Man Utd,38
Riccardo,Calafiori,Calafiori,Defender,ARS,15.785228002390554,18.50215845813716,100.0,100.0,,5.6,6.0,0.0,19.5,109,1,4.2,0.0,0.18,0.04,0.22,,283.0,182.3,313.0,77.9,45.0,1,2,13,8,22,0.0,0.0,0.0,0.0,2.0,0.0,3.2203290886875577,3.257459508158858,3.3408561967314743,3.214377503414207,2.752205705398455,2.7169304557466076,,,,,,,0.0,0.0,Arsenal,38
José,Malheiro de Sá,José Sá,Goalkeeper,WOL,15.161216043119909,18.349700184179824,100.0,100.0,,4.2,1.1,0.0,16.2,68,6,3.0,0.0,0.0,0.0,0.0,,514.2,10.0,0.0,52.8,90.0,0,0,4,37,23,0.0,0.0,1.0,2.0,15.0,0.0,3.2745581540944713,3.0312137419567593,3.367440809395362,2.7473998547752503,2.7406034828980643,3.1884841410599147,,,,,,,0.0,0.0,Wolves,38
Sander,Berge,Berge,Midfielder,FUL,15.610085801365464,18.343445828398192,,,,4.9,0.1,0.0,18.6,91,3,2.6,0.0,0.05,0.05,0.1,,437.8,365.1,105.0,91.0,90.0,0,3,8,45,34,6.0,6.0,1.0,2.0,3.0,0.0,3.0959078732818313,3.820609387975278,2.7987684306769207,3.1432965279647025,2.7515035814667312,2.7333600270327283,,,,,,,6.0,6.0,Fulham,38
Nathan,Collins,Collins,Defender,BRE,16.788506270489716,18.339912916781294,,,,4.9,2.4,0.0,26.3,129,3,3.7,0.0,0.07,0.05,0.12,,848.6,143.8,325.0,131.9,90.0,1,2,9,44,32,14.0,14.0,3.0,11.0,6.0,2.0,3.9068368612334,3.59296072916674,3.590161449564321,2.8394112477962103,2.8591359827290437,1.5514066462915794,,,,,,,14.0,14.0,Brentford,38
Jaidon,Anthony,Anthony,Midfielder,BUR,15.420930793185445,18.325757362311283,100.0,100.0,,5.0,2.4,0.0,25.4,127,2,3.4,0.0,0.17,0.09,0.26,,586.8,552.2,619.0,175.8,84.0,8,4,4,59,32,5.0,5.357142857142857,0.0,1.0,4.0,0.0,3.9262431186720566,3.410488739780772,2.6540816969984045,2.422723371152356,3.0073938665818547,2.904826569125837,,,,,,,5.0,5.357142857142857,Burnley,38
Đorđe,Petrović,Petrović,Goalkeeper,BOU,15.542036854678443,18.319788021305975,,,,4.6,5.2,0.0,27.0,124,3,3.3,0.0,0.0,0.0,0.0,,822.6,0.0,0.0,82.4,90.0,0,0,11,54,38,0.0,0.0,0.0,2.0,8.0,0.0,3.3102271626815405,2.854391823001188,3.34471002909006,3.160904578544131,2.8718032613615248,2.777751166627531,,,,,,,0.0,0.0,Bournemouth,38
Joe,Rodon,Rodon,Defender,LEE,15.940664676157018,18.306217538763306,100.0,100.0,,3.9,3.0,0.0,27.9,109,1,3.1,0.0,0.04,0.02,0.06,,707.2,137.3,242.0,109.1,90.0,2,0,6,53,33,8.0,8.0,2.0,6.0,5.0,0.0,4.098307910914535,3.428653014835697,3.129997895581132,2.7722075911757713,2.5114982636498837,2.3655528626062896,,,,,,,8.0,8.0,Leeds,38
James,Garner,Garner,Midfielder,EVE,15.5305480352738,18.268426283445624,,,,5.2,3.6,0.0,30.6,159,4,4.2,0.0,0.06,0.16,0.22,,887.0,958.0,237.0,208.4,90.0,2,7,11,50,38,13.0,13.0,4.0,2.0,7.0,2.0,3.403180250177343,3.018493207306895,2.76171206792408,3.509355416803219,2.8378070930622608,2.7378782481718247,,,,,,,13.0,13.0,Everton,38
James,Justin,Justin,Defender,LEE,15.735770487338261,18.232851418384037,100.0,100.0,,4.0,2.3,0.0,23.5,94,1,3.2,0.0,0.09,0.06,0.15,,469.8,190.9,220.0,88.3,90.0,2,1,6,26,21,8.0,8.0,3.0,5.0,4.0,0.0,4.14032680672784,3.1777468029732416,2.83532908323943,3.0864654075943,2.495902386803448,2.497080931045777,,,,,,,8.0,8.0,Leeds,38
Raúl,Jiménez Rodríguez,Raúl,Forward,FUL,15.031674329406385,18.179530110063357,100.0,100.0,,5.9,1.8,0.0,19.0,112,1,3.1,0.0,0.48,0.04,0.52,,479.4,331.5,729.0,153.1,18.0,9,5,9,28,27,1.0,5.0,1.0,0.0,0.0,0.0,2.7957851372638203,3.692153688042984,2.8784964197624476,3.1266622617476294,2.538576822589504,3.147855780656972,,,,,,,1.0,5.0,Fulham,38
Emiliano,Buendía Stati,Buendía,Midfielder,AVL,15.102792368677635,18.13961712562701,100.0,100.0,,5.3,0.4,0.0,19.2,102,6,2.8,0.0,0.17,0.11,0.28,,427.0,402.1,398.0,121.4,90.0,6,2,3,24,21,15.0,15.0,8.0,3.0,4.0,2.0,3.5053390360268044,2.8935334470362797,2.9365828162185177,3.2218745628907834,2.5454625065052507,3.036824756949374,,,,,,,15.0,15.0,Aston Villa,38
Issa,Diop,Diop,Defender,FUL,15.657509814792657,18.11877364947582,,,,4.3,0.1,0.0,7.2,31,15,2.4,0.0,0.09,0.01,0.1,,190.8,8.0,31.0,23.0,85.0,1,0,1,13,8,5.0,5.294117647058823,0.0,5.0,1.0,0.0,2.743854479995283,4.067154893801497,3.1972752720067548,2.7558856944730836,2.893339474516041,2.4612638346831623,,,,,,,5.0,5.294117647058823,Fulham,38
Vitaly,Janelt,Janelt,Midfielder,BRE,16.48850628928292,18.0902187876122,100.0,100.0,,4.9,0.1,0.0,15.1,74,1,3.0,0.0,0.05,0.14,0.19,,350.4,351.8,97.0,79.0,90.0,1,4,5,21,15,10.0,10.0,3.0,1.0,6.0,0.0,3.5710644981411153,3.633104411708591,3.8778820749723413,3.0739851332851167,2.332470171175758,1.6017124983292792,,,,,,,10.0,10.0,Brentford,38
Keane,Lewis-Potter,Lewis-Potter,Defender,BRE,16.101272093781517,18.08816267347052,,,,4.8,1.5,0.0,24.0,115,5,3.2,0.0,0.14,0.12,0.26,,378.2,332.2,353.0,106.4,88.0,3,4,9,32,22,7.0,7.159090909090909,2.0,5.0,6.0,0.0,3.4367672772312314,3.6130009708059756,3.407494709508097,2.9350541020114456,2.70895503422477,1.986890579689005,,,,,,,7.0,7.159090909090909,Brentford,38
Kai,Havertz,Havertz,Forward,ARS,14.795867210859805,18.064561854299004,100.0,100.0,,7.3,0.7,0.0,4.9,36,4,3.0,0.0,0.52,0.1,0.62,,152.6,134.6,210.0,49.9,45.0,2,3,4,4,7,3.0,6.0,1.0,2.0,0.0,0.0,3.4976541850520433,3.2009289401420578,2.8651067581674785,2.525684943461595,2.706492384036631,3.2686946434391984,,,,,,,3.0,6.0,Arsenal,38
Emile,Smith Rowe,Smith Rowe,Midfielder,FUL,14.636243879059903,18.01253164379589,100.0,100.0,,5.6,0.5,0.0,14.3,80,3,2.2,0.0,0.22,0.05,0.27,,291.6,330.0,404.0,102.6,71.0,3,1,6,27,22,4.0,5.070422535211268,2.0,1.0,1.0,0.0,3.044598967566427,3.052310888547911,2.499472282301413,3.1116841424811605,2.9281775981629905,3.376287764735986,,,,,,,4.0,5.070422535211268,Fulham,38
Cristhian,Mosquera,Mosquera,Defender,ARS,15.689408348775334,17.988180028691723,100.0,100.0,,5.3,0.3,0.0,7.5,40,4,2.0,0.0,0.01,0.06,0.07,,219.2,88.7,20.0,32.9,90.0,0,0,3,8,9,10.0,10.0,1.0,9.0,1.0,2.0,3.229577544463804,3.1322850996251526,2.9603611751932877,3.6196916578061504,2.7474928716869393,2.29877167991639,,,,,,,10.0,10.0,Arsenal,38
Jack,Hinshelwood,Hinshelwood,Midfielder,BHA,14.686978981476823,17.979951896996518,100.0,100.0,,5.2,1.6,0.0,17.5,91,2,3.4,0.0,0.26,0.12,0.38,,312.6,228.0,412.0,94.8,73.0,4,5,7,23,20,3.0,3.6986301369863015,1.0,0.0,2.0,0.0,3.233830803643139,3.2740220266083204,2.212836194408866,3.187124783526709,2.7791651732897886,3.2929729155196945,,,,,,,3.0,3.6986301369863015,Brighton,38
Max,Weiß,Weiss,Goalkeeper,BUR,15.01182812291234,17.962322797257695,,,,4.2,0.2,0.0,1.7,7,3,2.3,0.0,0.0,0.0,0.0,,76.8,10.0,0.0,8.7,90.0,0,0,0,4,3,0.0,0.0,0.0,0.0,8.0,0.0,3.14093707640464,3.9060316186939716,2.8256199996152453,2.304834952236484,2.834404475961998,2.950494674345356,,,,,,,0.0,0.0,Burnley,38
